,iteration,max_dist,n_facilities,weighted_register,weighted_total_weight,weighted_sum,demand_point_0,demand_point_1,demand_point_2,demand_point_3,demand_point_4,demand_point_5,demand_point_6,demand_point_7,demand_point_8,demand_point_9,demand_point_10,demand_point_11,demand_point_12,demand_point_13,demand_point_14,demand_point_15,demand_point_16,demand_point_17,demand_point_18,demand_point_19,demand_point_20,demand_point_21,demand_point_22,demand_point_23,demand_point_24,demand_point_25,demand_point_26,demand_point_27,demand_point_28,demand_point_29,demand_point_30,demand_point_31,demand_point_32,demand_point_33,demand_point_34,demand_point_35,demand_point_36,demand_point_37,demand_point_38,demand_point_39,demand_point_40,demand_point_41,demand_point_42,demand_point_43,demand_point_44,demand_point_45,demand_point_46,demand_point_47,demand_point_48,demand_point_49,demand_point_50,demand_point_51,demand_point_52,demand_point_53,demand_point_54,demand_point_55,demand_point_56,demand_point_57,demand_point_58,demand_point_59,demand_point_60,demand_point_61,demand_point_62,demand_point_63,demand_point_64,demand_point_65,demand_point_66,demand_point_67,demand_point_68,demand_point_69,demand_point_70,demand_point_71,demand_point_72,demand_point_73,demand_point_74,demand_point_75,demand_point_76,demand_point_77,demand_point_78,demand_point_79,demand_point_80,demand_point_81,demand_point_82,demand_point_83,demand_point_84,demand_point_85,demand_point_86,demand_point_87,demand_point_88,demand_point_89,demand_point_90,demand_point_91,demand_point_92,demand_point_93,demand_point_94,demand_point_95,demand_point_96,demand_point_97,demand_point_98,demand_point_99,demand_point_100,demand_point_101,demand_point_102,demand_point_103,demand_point_104,demand_point_105,demand_point_106,demand_point_107,demand_point_108,demand_point_109,demand_point_110,demand_point_111,demand_point_112,demand_point_113,demand_point_114,demand_point_115,demand_point_116,demand_point_117,demand_point_118,demand_point_119,demand_point_120,demand_point_121,demand_point_122,demand_point_123,demand_point_124,demand_point_125,demand_point_126,demand_point_127,demand_point_128,demand_point_129,demand_point_130,demand_point_131,demand_point_132,demand_point_133,demand_point_134,demand_point_135,demand_point_136,demand_point_137,demand_point_138,demand_point_139,demand_point_140,demand_point_141,demand_point_142,demand_point_143,demand_point_144,demand_point_145,demand_point_146,demand_point_147,demand_point_148,demand_point_149,demand_point_150,demand_point_151,demand_point_152,demand_point_153,demand_point_154,demand_point_155,demand_point_156,demand_point_157,demand_point_158,total_demand_points_covered
69,69,4000,5000,12972829.842331298,64044578550,7424.709141163528,7,0,0,2,13,1,0,1,0,4,3,0,15,9,10,1,0,9,15,2,2,1,21,6,5,0,4,0,1,2,4,0,6,19,0,4,1,19,9,1,3,0,10,0,2,0,0,11,0,4,3,3,8,12,7,10,0,12,6,3,3,3,10,1,1,0,5,10,0,5,0,0,5,4,3,3,0,8,0,0,4,7,1,0,16,2,5,0,6,3,24,7,21,5,7,4,12,1,13,26,5,8,11,3,5,8,5,8,2,0,0,12,3,0,3,9,33,0,7,1,0,12,11,0,16,4,18,0,39,0,35,11,7,0,18,0,9,22,7,1,0,7,1,2,0,0,1,3,24,0,0,9,12,3,16,0,4,3,0,934
70,70,4500,500,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
71,71,4500,1000,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
72,72,4500,1500,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
73,73,4500,2000,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
74,74,4500,2500,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
75,75,4500,3000,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
76,76,4500,3500,1223100.45181969,4538624094,602.1562669687812,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,87
77,77,4500,4000,14798333.13932828,77187322827,5630.391043214147,7,0,0,2,13,0,0,0,0,5,0,0,18,12,11,0,0,9,17,0,0,0,23,8,0,0,0,0,0,2,0,1,0,23,0,4,0,22,10,0,0,0,10,0,3,2,0,0,0,8,3,6,10,18,8,10,0,13,0,3,3,0,10,2,1,0,5,13,0,0,0,0,5,4,6,3,0,8,0,0,4,7,0,1,23,2,6,0,7,0,28,0,27,5,0,4,17,0,13,30,5,12,12,5,5,0,0,8,2,0,0,14,3,0,3,0,46,0,0,5,0,15,11,0,19,4,27,0,44,0,42,12,0,0,30,0,11,28,0,1,0,7,3,4,0,0,1,3,34,0,0,11,13,0,0,0,0,3,0,958
78,78,4500,4500,14798333.13932828,77187322827,5630.391043214147,7,0,0,2,13,0,0,0,0,5,0,0,18,12,11,0,0,9,17,0,0,0,23,8,0,0,0,0,0,2,0,1,0,23,0,4,0,22,10,0,0,0,10,0,3,2,0,0,0,8,3,6,10,18,8,10,0,13,0,3,3,0,10,2,1,0,5,13,0,0,0,0,5,4,6,3,0,8,0,0,4,7,0,1,23,2,6,0,7,0,28,0,27,5,0,4,17,0,13,30,5,12,12,5,5,0,0,8,2,0,0,14,3,0,3,0,46,0,0,5,0,15,11,0,19,4,27,0,44,0,42,12,0,0,30,0,11,28,0,1,0,7,3,4,0,0,1,3,34,0,0,11,13,0,0,0,0,3,0,958
79,79,4500,5000,15793625.777436346,78802504112,8722.119181304315,7,0,0,2,13,2,0,1,0,5,3,0,18,12,11,1,0,9,17,2,2,1,23,8,5,0,4,0,1,2,5,1,7,23,0,4,1,22,10,1,4,0,10,0,3,2,0,17,0,8,3,6,10,18,8,10,0,13,6,3,3,4,10,2,1,0,5,13,1,5,0,0,5,4,6,3,0,8,0,0,4,7,1,1,23,2,6,0,7,3,28,7,27,5,7,4,17,1,13,30,5,12,12,5,5,9,6,8,2,0,0,14,3,0,3,12,46,0,7,5,0,15,11,0,19,4,27,0,44,0,42,12,9,0,30,0,11,28,7,1,0,7,3,4,0,0,1,3,34,0,0,11,13,3,16,0,4,3,0,1123
80,80,5000,500,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
81,81,5000,1000,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
82,82,5000,1500,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
83,83,5000,2000,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
84,84,5000,2500,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
85,85,5000,3000,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
86,86,5000,3500,1232672.49907142,4634546793,611.7002733657093,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,89
87,87,5000,4000,17219965.65836375,93871065409,6405.173903155883,7,0,0,2,19,0,0,0,0,5,0,0,20,12,13,0,0,9,20,0,0,0,23,8,0,0,0,0,0,2,0,1,0,24,0,4,0,25,12,0,0,0,10,0,3,2,0,0,1,8,3,6,10,21,8,13,0,13,0,3,3,0,11,2,1,0,7,20,0,0,0,0,6,4,6,3,0,8,0,0,4,7,0,2,28,2,7,0,8,0,30,0,32,7,0,5,18,0,14,46,5,16,13,7,8,0,0,10,2,0,0,18,3,0,4,0,50,0,0,6,0,18,11,1,20,6,33,0,54,0,43,12,0,0,39,0,11,28,0,2,0,7,3,5,0,0,1,3,39,0,0,14,14,0,0,0,0,3,0,1097
88,88,5000,4500,17219965.65836375,93871065409,6405.173903155883,7,0,0,2,19,0,0,0,0,5,0,0,20,12,13,0,0,9,20,0,0,0,23,8,0,0,0,0,0,2,0,1,0,24,0,4,0,25,12,0,0,0,10,0,3,2,0,0,1,8,3,6,10,21,8,13,0,13,0,3,3,0,11,2,1,0,7,20,0,0,0,0,6,4,6,3,0,8,0,0,4,7,0,2,28,2,7,0,8,0,30,0,32,7,0,5,18,0,14,46,5,16,13,7,8,0,0,10,2,0,0,18,3,0,4,0,50,0,0,6,0,18,11,1,20,6,33,0,54,0,43,12,0,0,39,0,11,28,0,2,0,7,3,5,0,0,1,3,39,0,0,14,14,0,0,0,0,3,0,1097
89,89,5000,5000,18290724.287940204,95605934357,9756.274790779586,7,0,1,2,19,2,0,1,0,5,3,0,20,12,13,3,0,9,20,2,2,1,23,8,5,0,4,0,2,2,5,1,8,24,0,4,1,25,12,1,4,0,10,0,3,2,0,17,1,8,3,6,10,21,8,13,0,13,7,3,3,8,11,2,1,0,7,20,1,5,0,0,6,4,6,3,0,8,0,0,4,7,1,2,28,2,7,0,8,3,30,8,32,7,7,5,18,1,14,46,5,16,13,7,8,9,6,10,2,0,0,18,3,0,4,13,50,0,7,6,0,18,11,1,20,6,33,0,54,0,43,12,10,0,39,0,11,28,7,2,0,7,3,5,0,0,1,3,39,0,0,14,14,3,17,0,4,3,0,1276
